,title,link,date_published,text,like_count,reply_parent_id,source,cleaned_text
207,"The way this presale is moving, I wouldn’t be surprised if someone like Elon drops a cryptic “BEL” tweet next month. I’m not banking on it — but I’m stacking Bellarium Network BEL token just in case.",https://www.youtube.com/watch?v=pLjG7a-NX7U&lc=UgzNmcSlGoBb_UcJRBJ4AaABAg,2025-07-27 05:04:55,"The way this presale is moving, I wouldn’t be surprised if someone like Elon drops a cryptic “BEL” tweet next month. I’m not banking on it — but I’m stacking Bellarium Network BEL token just in case.",0,,youtube,presale moving surprised someone elon drop cryptic bel tweet next month banking stacking bellarium network bel token case
208,Bellarium presale is heating up with whale investors on board! It´s the best time to hoop in.,https://www.youtube.com/watch?v=pLjG7a-NX7U&lc=UgzzprtNC_z0gkIubzZ4AaABAg,2025-07-27 05:04:47,Bellarium presale is heating up with whale investors on board! It´s the best time to hoop in.,0,,youtube,bellarium presale heating whale investor board hoop
209,Have you guys checked Bellarium Network. One of the best whitepapers I ever read. This presale is huge.,https://www.youtube.com/watch?v=pLjG7a-NX7U&lc=Ugw-yGZPTzaakiAqvDZ4AaABAg,2025-07-27 05:04:07,Have you guys checked Bellarium Network. One of the best whitepapers I ever read. This presale is huge.,0,,youtube,checked bellarium network whitepapers ever read presale huge
210,"My picks for next 3 months period are SUI and INJ. But also, guys do not miss Bellarium presale, is almost over.",https://www.youtube.com/watch?v=pLjG7a-NX7U&lc=UgwReQt9CZYIPwNni614AaABAg,2025-07-27 05:03:59,"My picks for next 3 months period are SUI and INJ. But also, guys do not miss Bellarium presale, is almost over.",0,,youtube,pick next month period sui inj also miss bellarium presale almost
211,"Every alt run has its breakout stars, and Bellarium Network BEL Token is shaping up to be one of the biggest winners this time!",https://www.youtube.com/watch?v=pLjG7a-NX7U&lc=Ugw4gouF_dPW5frxUG54AaABAg,2025-07-27 05:03:10,"Every alt run has its breakout stars, and Bellarium Network BEL Token is shaping up to be one of the biggest winners this time!",0,,youtube,alt breakout star bellarium network bel token shaping biggest winner
212,Coinbase listing comming soon fo Bellarium Network $BEL token.,https://www.youtube.com/watch?v=pLjG7a-NX7U&lc=UgwboGqtO1RHIi74_BZ4AaABAg,2025-07-27 05:03:03,Coinbase listing comming soon fo Bellarium Network $BEL token.,0,,youtube,coinbase listing comming soon fo bellarium network bel token
213,Rumor has it that Kucoin and Binance will list Bellarium Network BEL token shortly after the launch. Great time to ape in,https://www.youtube.com/watch?v=pLjG7a-NX7U&lc=UgzamPd4WfFfZdBwyw14AaABAg,2025-07-27 05:02:46,Rumor has it that Kucoin and Binance will list Bellarium Network BEL token shortly after the launch. Great time to ape in,0,,youtube,rumor kucoin binance list bellarium network bel token shortly launch great ape
214,Richest microphone in the world,https://www.youtube.com/watch?v=pLjG7a-NX7U&lc=UgxOTc0isYtuaH6P_jR4AaABAg,2025-07-27 04:47:02,Richest microphone in the world,0,,youtube,richest microphone world
215,Die Zeit vergeht so schnell. Dziekuje 🥳 Ewa 🌹,https://www.youtube.com/watch?v=RcYjXbSJBN8&lc=UgyLjBhGSOEopY65BYp4AaABAg,2025-07-27 03:50:37,Die Zeit vergeht so schnell. Dziekuje 🥳 Ewa 🌹,0,,youtube,die zeit vergeht schnell dziekuje ewa
216,Europe is protectionist and politically butt hurt and have been putting roadblocks in front of Tesla for years,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgyiamZqtfP-Fs0PzU54AaABAg.AKyvCwg7JBlAL2d_O4yFbX,2025-07-27 01:59:26,Europe is protectionist and politically butt hurt and have been putting roadblocks in front of Tesla for years,0,UgyiamZqtfP-Fs0PzU54AaABAg,youtube,europe protectionist politically butt hurt putting roadblock front tesla
217,I think &quot;Doubters have egg on their face&quot; is out of touch with current reality <b>unless</b> he was specifically talking about our President.,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgyoBynQu7Jax8KmuN54AaABAg,2025-07-27 00:31:34,"I think ""Doubters have egg on their face"" is out of touch with current reality *unless* he was specifically talking about our President.",0,,youtube,doubter egg face touch current reality unless wa specifically talking president
218,"Can&#39;t wait for FSD in Europe, tired of long drives from Stockholm to Northern part of Sweden to ski or fish. I am Happy supporter for Tesla and the future of Grook. I wanna go fishing with optiumus later next year.",https://www.youtube.com/watch?v=pLjG7a-NX7U&lc=UgzxIVZQLd2EN5EiYyh4AaABAg,2025-07-27 00:28:55,"Can't wait for FSD in Europe, tired of long drives from Stockholm to Northern part of Sweden to ski or fish. I am Happy supporter for Tesla and the future of Grook. I wanna go fishing with optiumus later next year.",1,,youtube,wait fsd europe tired long drive stockholm northern part sweden ski fish happy supporter tesla future grook wanna fishing optiumus later next
219,"<a href=""https://www.youtube.com/watch?v=y3ovm0THFYE&amp;t=4260"">1:11:00</a> &quot;Can you tell me when the safety driver is going to be removedl?&quot;. - Yes, next question <br><br>😉",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=Ugz3SxxMqOlZb_AZx_d4AaABAg,2025-07-26 20:33:19,"1:11:00 ""Can you tell me when the safety driver is going to be removedl?"". - Yes, next question 

😉",2,,youtube,safety driver going removedl yes next question
220,"Elon, do you have any candidates for New York, or Milwaukee?",https://www.youtube.com/watch?v=PKlkLX8oGoY&lc=Ugzb0XZ1jsnX1-E3sHZ4AaABAg,2025-07-26 16:36:15,"Elon, do you have any candidates for New York, or Milwaukee?",1,,youtube,elon candidate new york milwaukee
221,Good. High time.,https://www.youtube.com/watch?v=PKlkLX8oGoY&lc=UgxWdZZnsbnqjzpnzEJ4AaABAg,2025-07-26 16:04:04,Good. High time.,1,,youtube,high
222,Trump should consider deporting musk 😂😂💀,https://www.youtube.com/watch?v=dI5o4vJtfOY&lc=UgwDt21rPKQ6El1alqZ4AaABAg,2025-07-26 14:26:40,Trump should consider deporting musk 😂😂💀,0,,youtube,trump consider deporting musk
223,☝️I LOVE YOU TESLA✌️<br>GOD BLESS AMERICA.,https://www.youtube.com/watch?v=pLjG7a-NX7U&lc=UgxY4NO0UOiI_FiQenp4AaABAg,2025-07-26 13:19:16,"☝️I LOVE YOU TESLA✌️
GOD BLESS AMERICA.",0,,youtube,tesla god bless america
224,Trump’s influence on crypto markets is undeniable. Bellarium Network could ride this wave straight to the top!,https://www.youtube.com/watch?v=pLjG7a-NX7U&lc=UgwWDXBYsGDrIzGl--14AaABAg,2025-07-26 10:00:17,Trump’s influence on crypto markets is undeniable. Bellarium Network could ride this wave straight to the top!,0,,youtube,trump influence crypto market undeniable bellarium network ride wave straight top
225,Bellarium Network innovative AI tools combined with its scalable DeFi solutions make it a game-changer in the crypto space. Early investment opportunities like this don&#39;t come often!,https://www.youtube.com/watch?v=pLjG7a-NX7U&lc=UgxkulIsMAzFR5O2_i94AaABAg,2025-07-26 10:00:08,Bellarium Network innovative AI tools combined with its scalable DeFi solutions make it a game-changer in the crypto space. Early investment opportunities like this don't come often!,0,,youtube,bellarium network innovative ai tool combined scalable defi solution game changer crypto space early investment opportunity often
226,"Thank you so much Rob! After all these years, your work is very much aprecciate by all TSLA investors!",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgwOgzqawbWchSKYLmt4AaABAg,2025-07-26 08:32:02,"Thank you so much Rob! After all these years, your work is very much aprecciate by all TSLA investors!",0,,youtube,rob aprecciate tsla investor
227,Imagine a quarter with zero safety critical interventions over 1 Billion plus miles.,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgwA2fJx_x_7Ma7KTJx4AaABAg,2025-07-26 05:29:45,Imagine a quarter with zero safety critical interventions over 1 Billion plus miles.,0,,youtube,imagine quarter zero safety critical intervention billion plus mile
228,"Joe didn’t do proper homework in space X , or should I say he skipped school altogether on that. <br>No big deal buddy , you talk you learn.",https://www.youtube.com/watch?v=Gbb2rV7Vpnw&lc=UgxVhrW0-i_LwJtJYJd4AaABAg,2025-07-26 03:24:26,"Joe didn’t do proper homework in space X , or should I say he skipped school altogether on that. 
No big deal buddy , you talk you learn.",0,,youtube,joe proper homework space x skipped school altogether deal buddy learn
229,"Elon Musk pease help Africa . The fatherless, the widow, the orphan,  the hungered, a Continent stripped of its rich resources and stay out US politics",https://www.youtube.com/watch?v=PKlkLX8oGoY&lc=UgyTl3eBW8Xk-Nt6L_94AaABAg,2025-07-26 02:02:40,"Elon Musk pease help Africa . The fatherless, the widow, the orphan,  the hungered, a Continent stripped of its rich resources and stay out US politics",1,,youtube,elon musk pea africa fatherless widow orphan hungered continent stripped rich resource stay u politics
230,"Joe : No , will not ask it this time , NO , I will definitely not , I will not ask that.  <br><br>Joe (One minute into the podcast ) : so how do you manage to  do all this stuff ? I never understand that. <br><br>😁",https://www.youtube.com/watch?v=Gbb2rV7Vpnw&lc=Ugwcd04czboTISlZV654AaABAg,2025-07-26 00:31:19,"Joe : No , will not ask it this time , NO , I will definitely not , I will not ask that.  

Joe (One minute into the podcast ) : so how do you manage to  do all this stuff ? I never understand that. 

😁",0,,youtube,joe ask definitely ask joe minute podcast manage stuff
231,"<a href=""https://www.youtube.com/watch?v=y3ovm0THFYE&amp;t=4146"">1:09:06</a> 💯 agreed of the need to advertise. Also, they need to build their brand about the qualities/features of the product. <br><br>Also, the brand needs to be separated from Elon. No one wants to think about their Tesla Bot calling itself Mecca Hitler because of a software update.<br><br>I know I know, Grok may have been manipulated into saying heinous things. But the point is Mecca Hilter is now tied to Grok brand. You can have that kinda of branding associated with Tesla Bot.",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgyE2WresTu1k0bghuR4AaABAg,2025-07-25 23:56:51,"1:09:06 💯 agreed of the need to advertise. Also, they need to build their brand about the qualities/features of the product. 

Also, the brand needs to be separated from Elon. No one wants to think about their Tesla Bot calling itself Mecca Hitler because of a software update.

I know I know, Grok may have been manipulated into saying heinous things. But the point is Mecca Hilter is now tied to Grok brand. You can have that kinda of branding associated with Tesla Bot.",1,,youtube,agreed advertise also build brand quality feature product also brand separated elon tesla bot calling mecca hitler software update grok may manipulated saying heinous point mecca hilter tied grok brand kinda branding associated tesla bot
232,"<a href=""https://www.youtube.com/watch?v=y3ovm0THFYE&amp;t=3815"">1:03:35</a> Shouldn’t the latest features be validated in supervised FSD before releasing it into unsupervised (Robotaxi).",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgxOF3Y4aPhRxc4fcI94AaABAg,2025-07-25 23:43:08,1:03:35 Shouldn’t the latest features be validated in supervised FSD before releasing it into unsupervised (Robotaxi).,1,,youtube,latest feature validated supervised fsd releasing unsupervised robotaxi
233,TSDD to the moon baby 😅,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgwhAjmRWPTf84j7KIt4AaABAg,2025-07-25 16:07:28,TSDD to the moon baby 😅,0,,youtube,tsdd moon baby
234,👍,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgzVMLlWBfoCouCRRgV4AaABAg,2025-07-25 14:39:12,👍,0,,youtube,
235,"Growing the area isn’t important or significant when there is a backup driver / passenger. Investor + an analysis asked questions about robotaxi stats, interventions /# of mile… that was important and Tesla didn’t reply to these questions.",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgyjTQYPKesGDmzWuY94AaABAg,2025-07-25 12:58:40,"Growing the area isn’t important or significant when there is a backup driver / passenger. Investor + an analysis asked questions about robotaxi stats, interventions /# of mile… that was important and Tesla didn’t reply to these questions.",2,,youtube,growing area important significant backup driver passenger investor analysis asked question robotaxi stats intervention mile wa important tesla reply question
236,Wow… didn’t hear the whole thing yet but I don’t think they answered even 1 investor question….,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=Ugxu3QTXl8YPcomHulB4AaABAg,2025-07-25 12:15:05,Wow… didn’t hear the whole thing yet but I don’t think they answered even 1 investor question….,1,,youtube,wow hear whole yet answered investor question
237,Thank you,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgzeXiVEVlymYyxhgMd4AaABAg,2025-07-25 11:14:20,Thank you,0,,youtube,
238,The issue Elrod doesn’t get is the social aspect of his idea. he’s an autist and he can’t see basic human emotion.<br><br>would you rent your house and your bed to someone when you were at work?<br><br>people’s vehicles are an extension of themselves. why did airbnb work at first? it was a spare bedroom.<br><br>imagine if airbnb launched and for some reason the only way it worked was to let someone sleep in your bed and live in your house while you are at work.<br><br>stop with the sublet idea <br><br>this about sending your tesla off when you don’t need it: <br><br>nobody is doing that 😊,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgwqqsfXa6ZPYgOOJSt4AaABAg,2025-07-25 11:09:13,"The issue Elrod doesn’t get is the social aspect of his idea. he’s an autist and he can’t see basic human emotion.

would you rent your house and your bed to someone when you were at work?

people’s vehicles are an extension of themselves. why did airbnb work at first? it was a spare bedroom.

imagine if airbnb launched and for some reason the only way it worked was to let someone sleep in your bed and live in your house while you are at work.

stop with the sublet idea 

this about sending your tesla off when you don’t need it: 

nobody is doing that 😊",0,,youtube,issue elrod social aspect idea autist basic human emotion rent house bed someone vehicle extension airbnb first wa spare bedroom imagine airbnb launched reason worked wa someone sleep bed live house sublet idea sending tesla nobody
239,Rob mostly looks depressed.  And no wonder.,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgztE9K0nuMlKzSlVa54AaABAg,2025-07-25 10:41:23,Rob mostly looks depressed.  And no wonder.,0,,youtube,rob mostly depressed wonder
240,Thanks Rob. Keep up the good work!,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=Ugyo_O45IdtoOPwuxyl4AaABAg,2025-07-25 08:45:39,Thanks Rob. Keep up the good work!,0,,youtube,thanks rob keep
241,i just want tesla to spare a couple of dollars from their billions scale capex to buy some better microphones. wtf,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgyvA_GNWap95yj_Dfx4AaABAg,2025-07-25 07:58:27,i just want tesla to spare a couple of dollars from their billions scale capex to buy some better microphones. wtf,0,,youtube,tesla spare couple dollar billion scale capex better microphone wtf
242,"Rob, I&#39;m not sure it makes sense for us to spend money advertising to encourage more people to buy cars with FSD right now whilst it&#39;s cheap. The sales are fine. Let&#39;s wait until we have fully solved unsuperised FS in every car. At that point we can start reaping the real AI software margin.",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgyWljLiPtQdnvyihNh4AaABAg,2025-07-25 06:42:18,"Rob, I'm not sure it makes sense for us to spend money advertising to encourage more people to buy cars with FSD right now whilst it's cheap. The sales are fine. Let's wait until we have fully solved unsuperised FS in every car. At that point we can start reaping the real AI software margin.",1,,youtube,rob sure sense u spend money advertising encourage car fsd whilst cheap sale fine wait fully solved unsuperised f car point reaping ai software margin
243,As always. thank you so much Rob!,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgxwiI0h06i4toHfoLd4AaABAg,2025-07-25 06:22:37,As always. thank you so much Rob!,0,,youtube,rob
244,iLoveyou❤,https://www.youtube.com/watch?v=HEL0UG-C094&lc=UgxZdkFHjbrSjnQLkyV4AaABAg,2025-07-25 06:05:19,iLoveyou❤,0,,youtube,iloveyou
245,"<a href=""https://www.youtube.com/watch?v=y3ovm0THFYE&amp;t=4140"">1:09:00</a>, in Europe Autopilot is so bad that motor journalists calls it the worst lane assist system... we really need FSD over here if Tesla wants to sell cars here.",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgyiamZqtfP-Fs0PzU54AaABAg,2025-07-25 05:57:19,"1:09:00, in Europe Autopilot is so bad that motor journalists calls it the worst lane assist system... we really need FSD over here if Tesla wants to sell cars here.",1,,youtube,europe autopilot bad motor journalist worst lane assist system fsd tesla sell car
246,Ashok is too scared to speak in front of Daddy Elon. Truth is AI4 is already struggling and to increase parameter count is a massive stretch. I don’t think AI4 will be able to do Unsupervised.,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgwuTzg_HQ4KgxtlGW14AaABAg.AKyLeYFBkCoAKyrxPofjc9,2025-07-25 05:28:51,Ashok is too scared to speak in front of Daddy Elon. Truth is AI4 is already struggling and to increase parameter count is a massive stretch. I don’t think AI4 will be able to do Unsupervised.,0,UgwuTzg_HQ4KgxtlGW14AaABAg,youtube,ashok scared speak front daddy elon truth ai already struggling increase parameter count massive stretch ai able unsupervised
247,Should a Boer merchant dictate to Americans how they politique!! Shouldn’t he just just go back to playing with his lithium toys?,https://www.youtube.com/watch?v=PKlkLX8oGoY&lc=Ugxbwbo0ZzziTpybv8h4AaABAg,2025-07-25 04:52:24,Should a Boer merchant dictate to Americans how they politique!! Shouldn’t he just just go back to playing with his lithium toys?,0,,youtube,boer merchant dictate american politique playing lithium toy
248,"And who thinks Tesla stock is going to $1,000?!!! NOT SO FAST! TSLA is down 27 points today! It&#39;s now going on FOUR YEARS and the Tesla Bulls are still &quot;DREAMING&quot; of the day when they will recover the money they&#39;ve lost on Tesla stock, and still hoping that one day they might make some money on this highly volatile and unpredictable stock. That&#39;s NOT going to be easy when you invest in a company where the CEO, Musk, is HATED by so many including Wall Street, the general public around the world, and Tesla&#39;s own investor&#39;s for his &quot;pathetic&quot; performance. Since Musk has been so poisonous and detrimental to the brand, you will be &quot;LUCKY&quot; if you ever see $1,000/share. And, what will Musk do next that will drive the share price down? It&#39;s always something &quot;STUPID&quot; with Musk. Anyway, buyer beware, and good luck with this stock!!! And by the way, NOBODY in FOUR long years has gotten rich off Tesla stock except Elon Musk, Kimbal Musk, and other Tesla board members and insiders.",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgybLEYhgQ45CyEImFd4AaABAg,2025-07-25 04:02:06,"And who thinks Tesla stock is going to $1,000?!!! NOT SO FAST! TSLA is down 27 points today! It's now going on FOUR YEARS and the Tesla Bulls are still ""DREAMING"" of the day when they will recover the money they've lost on Tesla stock, and still hoping that one day they might make some money on this highly volatile and unpredictable stock. That's NOT going to be easy when you invest in a company where the CEO, Musk, is HATED by so many including Wall Street, the general public around the world, and Tesla's own investor's for his ""pathetic"" performance. Since Musk has been so poisonous and detrimental to the brand, you will be ""LUCKY"" if you ever see $1,000/share. And, what will Musk do next that will drive the share price down? It's always something ""STUPID"" with Musk. Anyway, buyer beware, and good luck with this stock!!! And by the way, NOBODY in FOUR long years has gotten rich off Tesla stock except Elon Musk, Kimbal Musk, and other Tesla board members and insiders.",3,,youtube,tesla stock going fast tsla point today going four tesla bull dreaming recover money lost tesla stock hoping might money highly volatile unpredictable stock going easy invest company ceo musk hated including wall street general public around world tesla investor pathetic performance since musk poisonous detrimental brand lucky ever share musk next drive share price stupid musk anyway buyer beware luck stock nobody four long gotten rich tesla stock except elon musk kimbal musk tesla board member insider
249,Smokes crack,https://www.youtube.com/watch?v=Ra3fv8gl6NE&lc=UgwWDn7QJ2K9MCDzmBV4AaABAg,2025-07-25 03:15:55,Smokes crack,0,,youtube,smoke crack
250,"With the changes on US market (tariffs, incentives and regulatory credits), I bet Tesla would have liked to be in a better position in Europe. Yes, model Y has gone up in Europe - but for how long? Will we see a decline on Q3 already?",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgyqcBCAx_kxmSPQlbl4AaABAg,2025-07-25 03:04:23,"With the changes on US market (tariffs, incentives and regulatory credits), I bet Tesla would have liked to be in a better position in Europe. Yes, model Y has gone up in Europe - but for how long? Will we see a decline on Q3 already?",0,,youtube,u market tariff incentive regulatory credit bet tesla liked better position europe yes model gone europe long decline q already
251,"Rob, do you really believe that 50% of owners haven&#39;t tried FSD because they&#39;re not aware of it or they want to avoid it -- meaning they like driving, they&#39;re scared of the idea of a car driving themselves, etc. IMO it&#39;s not because they&#39;re not aware of it.",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=Ugz-OsioB5jevE01-hJ4AaABAg,2025-07-25 02:13:52,"Rob, do you really believe that 50% of owners haven't tried FSD because they're not aware of it or they want to avoid it -- meaning they like driving, they're scared of the idea of a car driving themselves, etc. IMO it's not because they're not aware of it.",4,,youtube,rob owner tried fsd aware avoid meaning driving scared idea car driving etc imo aware
252,Thank you for taking notes!  It really helps in better understanding the report while others tend to dwell too much on aspects they want to hear about.  The takeaways are much cleaner and much appreciated.,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=Ugyor1trq8XWfix3st54AaABAg,2025-07-25 02:08:29,Thank you for taking notes!  It really helps in better understanding the report while others tend to dwell too much on aspects they want to hear about.  The takeaways are much cleaner and much appreciated.,0,,youtube,taking note better understanding report others tend dwell aspect hear takeaway cleaner appreciated
253,"Thanks, Rob! You are, as ever, awesome, and I appreciate your rundowns so much!",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgzC785dDU4TG1HlBwd4AaABAg,2025-07-25 01:33:58,"Thanks, Rob! You are, as ever, awesome, and I appreciate your rundowns so much!",1,,youtube,thanks rob ever awesome appreciate rundown
254,I think he refers to ability.  You refer to end use.    Do you blame the automaker when someone uses their car to run someone over?  No.  You&#39;re being more than a little simple.,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=Ugz76IOuJ5morsWO0TF4AaABAg.AKyBMX1JK4TAKyQlr5RRqx,2025-07-25 01:22:36,I think he refers to ability.  You refer to end use.    Do you blame the automaker when someone uses their car to run someone over?  No.  You're being more than a little simple.,1,Ugz76IOuJ5morsWO0TF4AaABAg,youtube,refers ability refer blame automaker someone us car someone little simple
255,Tesla Quarterly 😂😢😅,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgzCro8J0LdCPWxtZMJ4AaABAg,2025-07-25 01:02:33,Tesla Quarterly 😂😢😅,0,,youtube,tesla quarterly
256,"Damn, Ashok said they&#39;re still focused on solving unsupervised FSD for HW4. I&#39;m glad he was honest in admitting that because Tesla fanboys think robotaxi proved that out but there&#39;s a lot of monitoring going on.",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgwuTzg_HQ4KgxtlGW14AaABAg,2025-07-25 00:37:54,"Damn, Ashok said they're still focused on solving unsupervised FSD for HW4. I'm glad he was honest in admitting that because Tesla fanboys think robotaxi proved that out but there's a lot of monitoring going on.",0,,youtube,damn ashok said focused solving unsupervised fsd hw glad wa honest admitting tesla fanboys robotaxi proved lot monitoring going
257,"Can&#39;t FSD be sold as a safety feature?  Prove that the accident per mile are much less with FSD than without, then FSD becomes almost necessary, not an option.",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgwxLAKHssEF8qFutfx4AaABAg,2025-07-25 00:16:12,"Can't FSD be sold as a safety feature?  Prove that the accident per mile are much less with FSD than without, then FSD becomes almost necessary, not an option.",1,,youtube,fsd sold safety feature prove accident per mile less fsd without fsd becomes almost necessary option
258,&quot;A little crazy is ok&quot;  Yeah !!,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=Ugztx2HlWVRJbKsj1LN4AaABAg,2025-07-24 23:54:41,"""A little crazy is ok""  Yeah !!",0,,youtube,little crazy ok yeah
259,Tesla should do SB commercial for the SB after this upcoming SB. If they have nation wide full coverage they can do like a drunk driving ad on the first break paired with showing off Tesla saftey but then say nationwide coverage and 1 free ride starting at halftime so everyone can party etc... Then let the saftey / road numbers speak for themselves in a few months or whenever they come out.,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=Ugw6uBRUbrjGaP-J_a54AaABAg,2025-07-24 23:39:49,Tesla should do SB commercial for the SB after this upcoming SB. If they have nation wide full coverage they can do like a drunk driving ad on the first break paired with showing off Tesla saftey but then say nationwide coverage and 1 free ride starting at halftime so everyone can party etc... Then let the saftey / road numbers speak for themselves in a few months or whenever they come out.,1,,youtube,tesla sb commercial sb upcoming sb nation wide full coverage drunk driving ad first break paired showing tesla saftey nationwide coverage free ride starting halftime everyone party etc saftey road number speak month whenever
260,"What does it say about Musk&#39;s vision for his Optimus program when he keeps comparing it favorably to the robots from Westworld, who were literally an allegory for slavery and sex trafficking, and which ended with the robots ruling the planet and the extinction of the human race, something that Musk is famously fixated on.",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=Ugz76IOuJ5morsWO0TF4AaABAg,2025-07-24 23:07:56,"What does it say about Musk's vision for his Optimus program when he keeps comparing it favorably to the robots from Westworld, who were literally an allegory for slavery and sex trafficking, and which ended with the robots ruling the planet and the extinction of the human race, something that Musk is famously fixated on.",2,,youtube,doe musk vision optimus program keep comparing favorably robot westworld literally allegory slavery sex trafficking ended robot ruling planet extinction human race musk famously fixated
261,rough few quarters for car sales.. but the robotaxi expansion will be massive in the 4Q this year.. so what will matter more to wall street,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=Ugw2GxbPODyZ7BsAawR4AaABAg,2025-07-24 22:58:50,rough few quarters for car sales.. but the robotaxi expansion will be massive in the 4Q this year.. so what will matter more to wall street,1,,youtube,rough quarter car sale robotaxi expansion massive q matter wall street
262,"Look her up, Wendy Thome Shaw Investment. She has a large following and is easily found online.  She works with regular people too, not just the yacht crowd lol. She helps people grow your finances, not just oversee them.",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgzZqJni7Qs4SRNoTTh4AaABAg.AKy9Vokvk7iAKy9ZR3d3Ts,2025-07-24 22:52:13,"Look her up, Wendy Thome Shaw Investment. She has a large following and is easily found online.  She works with regular people too, not just the yacht crowd lol. She helps people grow your finances, not just oversee them.",0,UgzZqJni7Qs4SRNoTTh4AaABAg,youtube,wendy thome shaw investment large following easily found online regular yacht crowd lol grow finance oversee
263,That sounds like exactly what I need. I’m tired of letting my stress dictate my trades. Is she approachable or one of those “minimum $1M AUM” types?,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgzZqJni7Qs4SRNoTTh4AaABAg.AKy9Vokvk7iAKy9YZPaNt3,2025-07-24 22:52:06,That sounds like exactly what I need. I’m tired of letting my stress dictate my trades. Is she approachable or one of those “minimum $1M AUM” types?,0,UgzZqJni7Qs4SRNoTTh4AaABAg,youtube,sound exactly tired letting stress dictate trade approachable minimum aum type
264,"Oof, I’ve been there. I made some emotional trades during the China tech crackdown and definitely paid the price. Since then, I’ve been working with Wendy Thome Shaw, and honestly, it’s changed the way I approach things. She’s helped me think ahead and stay grounded, especially when markets get unpredictable like that.",https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgzZqJni7Qs4SRNoTTh4AaABAg.AKy9Vokvk7iAKy9XZTRDVf,2025-07-24 22:51:58,"Oof, I’ve been there. I made some emotional trades during the China tech crackdown and definitely paid the price. Since then, I’ve been working with Wendy Thome Shaw, and honestly, it’s changed the way I approach things. She’s helped me think ahead and stay grounded, especially when markets get unpredictable like that.",0,UgzZqJni7Qs4SRNoTTh4AaABAg,youtube,oof made emotional trade china tech crackdown definitely paid price since working wendy thome shaw honestly changed approach helped ahead stay grounded especially market unpredictable
265,I panic sold half my Tesla position after seeing the whole Elon vs. Trump meltdown well regretted that for sure. I’ve got over $200k in my portfolio and I’m realizing I’ve been managing it based more on vibes than actual planning. This kind of whiplash made it clear. I need professional help. Anyone here work with a good advisor who actually gets how fast things change?,https://www.youtube.com/watch?v=y3ovm0THFYE&lc=UgzZqJni7Qs4SRNoTTh4AaABAg,2025-07-24 22:51:43,I panic sold half my Tesla position after seeing the whole Elon vs. Trump meltdown well regretted that for sure. I’ve got over $200k in my portfolio and I’m realizing I’ve been managing it based more on vibes than actual planning. This kind of whiplash made it clear. I need professional help. Anyone here work with a good advisor who actually gets how fast things change?,117,,youtube,panic sold half tesla position seeing whole elon v trump meltdown regretted sure got k portfolio realizing managing based vibe actual planning kind whiplash made clear professional advisor actually fast
266,I always like the pointy head. It makes it look more like a rocket and then it knows where it’s going.,https://www.youtube.com/watch?v=Gbb2rV7Vpnw&lc=Ugwc4u86Cz_K2tzhNtp4AaABAg,2025-07-24 22:06:09,I always like the pointy head. It makes it look more like a rocket and then it knows where it’s going.,0,,youtube,pointy head rocket going
267,😊,https://www.youtube.com/watch?v=Gbb2rV7Vpnw&lc=Ugxc0FkuEUwbbvDRl7V4AaABAg,2025-07-24 22:04:57,😊,0,,youtube,
